Nolan Gorman,STL,89,283,44,64,13,0,14,35,1,0,28,103,2,0,0,gormano01
Evan Longoria,SFG,89,266,31,65,13,0,14,42,0,0,27,83,2,3,2,longoev01
Manuel Margot,TBR,89,336,36,92,18,2,4,47,7,3,24,68,2,1,1,margoma01
Reese McGuire,TOT,89,249,25,67,14,1,3,22,1,0,12,56,3,3,0,mcguire01
Sheldon Neuse,OAK,89,271,25,58,4,2,4,26,6,1,20,80,2,0,0,neusesh01
Jo Adell,LAA,88,268,22,60,12,2,8,27,4,2,11,107,4,1,0,adelljo01
Christian Arroyo,BOS,87,280,32,80,16,1,6,36,5,1,13,49,3,2,2,arroych01
Oneil Cruz,PIT,87,331,45,77,13,4,17,54,11,4,28,126,1,1,1,cruzon01
Harrison Bader,TOT,86,292,38,73,10,3,5,30,17,3,15,62,4,2,0,baderha01
Adam Duvall,ATL,86,287,39,61,16,1,12,36,0,2,21,101,5,2,0,duvalad01
Yan Gomes,CHC,86,277,23,65,12,0,8,31,2,0,8,47,3,4,0,gomesya01
Marwin Gonzalez,NYY,85,184,20,34,7,0,6,18,3,0,14,54,4,2,0,gonzama01
Franchy Cordero,BOS,84,242,36,53,17,1,8,29,4,1,28,92,1,2,1,cordefr02
Eloy Jiménez,CHW,84,292,40,86,12,0,16,54,0,0,28,72,3,4,0,jimenel02
Omar Narvaez,MIL,84,262,21,54,12,1,4,23,0,0,29,57,3,1,1,narvaom01
Wander Franco,TBR,83,314,46,87,20,3,6,33,8,0,26,33,0,4,1,francwa01
Sam Haggerty,SEA,83,176,29,45,9,1,5,23,13,1,18,53,4,2,3,haggesa01
Kyle Higashioka,NYY,83,229,27,52,7,0,10,31,0,1,12,52,1,4,0,higasky01
Jordan Luplow,ARI,83,205,26,36,5,0,11,28,5,1,25,60,3,1,1,luplojo01
Brett Phillips,TOT,83,201,22,29,6,0,5,15,7,0,16,94,3,1,0,phillbr02
Jorge Alfaro,SDP,82,256,25,63,14,0,7,40,1,0,11,98,4,3,0,alfarjo01
Brad Miller,TEX,81,222,20,47,3,0,7,32,4,2,18,70,0,1,0,millebr02
Aristides Aquino,CIN,80,259,24,51,13,0,10,30,2,3,17,101,0,0,0,aquinar01
Keston Hiura,MIL,80,234,34,53,8,1,14,32,5,2,23,111,8,1,0,hiurake01
Eddie Rosario,ATL,80,250,27,53,12,1,5,24,3,0,17,68,0,3,0,rosared01
Donovan Solano,CIN,80,278,22,79,16,0,4,24,0,0,19,61,5,2,1,solando01
Trayce Thompson,TOT,80,219,36,56,14,1,13,41,4,1,32,93,2,2,0,thomptr01
Tim Anderson,CHW,79,332,50,100,13,0,6,25,13,0,14,55,5,0,1,anderti01
Luke Williams,TOT,79,127,21,30,5,1,1,6,11,4,9,44,0,0,1,willilu01
Brandon Belt,SFG,78,254,25,54,9,1,8,23,1,0,37,81,6,1,2,beltbr01
Yadier Molina,STL,78,262,19,56,8,0,5,24,2,0,5,40,2,1,0,molinya01
Mike Moustakas,CIN,78,252,30,54,12,0,7,25,2,0,24,75,6,3,0,moustmi01
Kevin Newman,PIT,78,288,31,79,18,2,2,24,8,2,16,48,2,1,0,newmake01
Edmundo Sosa,TOT,78,176,26,40,11,4,2,21,6,1,5,50,7,1,0,sosaed01
Paul DeJong,STL,77,210,19,33,9,0,6,25,3,2,21,79,4,2,0,dejonpa01
Matt Duffy,LAA,77,228,14,57,8,0,2,16,0,0,17,50,2,0,0,duffyma01
Wil Myers,SDP,77,261,29,68,15,0,7,41,2,1,21,86,1,3,1,myerswi01
Nelson Velázquez,CHC,77,185,20,38,7,3,6,26,5,2,19,65,2,0,0,velazne01
LaMonte Wade Jr.,SFG,77,217,29,45,7,1,8,26,1,0,26,51,5,1,0,wadela01
Luke Maile,CLE,76,181,19,40,10,0,3,17,0,0,19,54,3,3,0,mailelu01
Juan Yepez,STL,76,253,27,64,13,0,12,30,0,0,16,61,1,4,0,yepezju01
Frank Schwindel,CHC,75,271,23,62,11,0,8,36,0,0,19,58,0,2,1,schwifr01
Pavin Smith,ARI,75,245,24,54,9,0,9,33,1,0,28,67,1,3,1,smithpa04
Guillermo Heredia,ATL,74,76,12,12,3,1,3,8,0,0,6,32,0,0,0,heredgu01
P.J. Higgins,CHC,74,201,23,46,11,1,6,30,0,0,22,58,2,1,0,higgipj01
Hanser Alberto,LAD,73,156,13,38,9,2,2,15,0,1,3,25,0,0,0,alberha01
Akil Baddoo,DET,73,201,30,41,3,2,2,9,9,6,24,64,0,0,0,baddoak01
Vimael Machin,OAK,73,223,26,49,12,0,1,13,1,1,25,47,2,3,0,machivi01
Josh Smith,TEX,73,213,23,42,5,0,2,16,4,3,28,50,7,3,0,smithjo11
Nick Fortes,MIA,72,217,41,50,6,1,9,24,5,3,18,45,5,0,0,forteni01
TJ Friedl,CIN,72,225,33,54,10,5,8,25,7,2,20,40,7,6,0,friedtj01
Danny Jansen,TOR,72,215,34,56,10,0,15,44,1,0,25,44,3,5,1,janseda01
Vinnie Pasquantino,KCR,72,258,25,76,10,0,10,26,1,0,35,34,3,2,1,pasquvi01
Jorge Soler,MIA,72,270,32,56,13,0,13,34,0,2,31,90,3,1,1,solerjo01
Rodolfo Castro,PIT,71,253,25,59,8,4,11,27,5,3,22,74,2,1,0,castrro01
Sam Hilliard,COL,70,174,26,32,6,1,2,14,5,1,23,57,1,2,0,hillisa01
Stephen Vogt,OAK,70,168,18,27,4,1,7,23,1,0,17,46,2,4,0,vogtst01
Mike Brosseau,MIL,69,141,15,36,5,0,6,23,2,0,14,48,5,0,0,brossmi01
Yu Chang,TOT,69,168,19,35,6,0,4,15,0,1,16,59,4,2,0,changyu01
Ernie Clement,TOT,69,163,19,30,4,0,0,6,0,1,11,26,2,1,0,clemeer01
Calvin Mitchell,PIT,69,212,21,48,11,0,5,17,3,1,18,52,0,1,0,mitchca01
Charlie Culberson,TEX,68,115,19,29,6,0,2,12,2,3,5,31,0,0,0,culbech01
Jake Fraley,CIN,68,216,33,56,9,0,12,28,4,1,26,54,3,2,1,fraleja01
Orlando Arcia,ATL,67,209,25,51,9,0,9,30,0,0,21,51,2,2,0,arciaor01
Robinson Chirinos,BAL,67,195,10,35,9,0,4,22,1,0,19,67,4,1,0,chiriro01
Ryan Jeffers,MIN,67,212,25,44,10,1,7,27,0,0,23,62,0,0,0,jeffery01
Ryan O'Hearn,KCR,67,134,14,32,6,1,1,16,0,0,8,35,2,1,0,ohearry01
Josh VanMeter,PIT,67,171,15,32,5,2,3,14,4,0,19,45,0,2,0,vanmejo01
Tyler Wade,LAA,67,147,22,32,5,0,1,8,8,5,10,33,1,0,0,wadety01
Kyle Garlick,MIN,66,150,23,35,3,0,9,18,0,0,8,48,3,1,0,garliky01
Cooper Hummel,ARI,66,176,20,31,8,3,3,17,4,1,23,64,1,1,0,hummeco01
JJ Bleday,MIA,65,204,21,34,10,2,5,16,4,1,30,67,2,2,0,bledajj01
Brandon Lowe,TBR,65,235,31,52,10,2,8,25,1,0,27,61,3,1,0,lowebr01
Austin Wynns,SFG,65,162,14,42,7,0,3,21,0,0,10,38,3,1,0,wynnsau01
Ozzie Albies,ATL,64,247,36,61,16,0,8,35,3,5,16,47,2,4,0,albieoz01
Albert Almora,CIN,64,215,26,48,10,1,5,29,3,2,17,46,1,1,0,almoral01
Michael Brantley,HOU,64,243,28,70,14,1,5,26,1,1,31,30,1,1,2,brantmi02
Didi Gregorius,PHI,63,214,17,45,9,4,1,19,1,0,13,36,3,2,0,gregodi01
Kevin Kiermaier,TBR,63,206,28,47,8,0,7,22,6,1,14,61,1,0,0,kiermke01
Kevin Plawecki,TOT,63,168,15,37,8,0,1,13,0,0,14,32,2,1,0,plaweke01
Ildemaro Vargas,TOT,63,209,19,55,13,1,4,23,3,1,8,23,3,1,0,vargail01
Austin Barnes,LAD,62,179,31,38,6,0,8,26,2,1,27,37,3,1,0,barneau01
Tyler Heineman,TOT,62,157,16,34,8,0,0,9,1,0,8,17,5,0,0,heinety01
Odubel Herrera,PHI,62,185,23,44,9,1,5,21,6,0,11,42,0,1,0,herreod01
Brian Serven,COL,62,187,19,38,4,1,6,16,0,0,13,44,2,1,0,servebr01
David Fletcher,LAA,61,216,20,55,9,1,2,17,1,0,7,16,3,0,0,fletcda02
James McCann,NYM,61,174,19,34,6,0,3,18,3,0,11,46,4,2,0,mccanja02
Seby Zavala,CHW,61,178,22,48,14,0,2,21,0,0,19,64,3,2,0,zavalse01
Jazz Chisholm Jr.,MIA,60,213,39,54,10,4,14,45,12,5,21,66,3,3,0,chishja01
Tommy La Stella,SFG,60,180,17,43,14,0,2,14,0,0,11,30,1,3,0,lasteto01
Alejo Lopez,CIN,59,145,15,38,5,1,1,10,3,1,9,21,2,0,1,lopezal03
Nick Madrigal,CHC,59,209,19,52,7,0,0,7,3,1,14,27,3,0,0,madrini01
Jonathan Villar,TOT,59,202,25,42,6,2,3,18,7,0,15,59,0,2,0,villajo01
Jonah Bride,OAK,58,162,17,33,4,0,1,6,1,0,19,32,4,1,0,bridejo01
Lewin Diaz,MIA,58,160,12,27,4,0,5,11,1,0,11,54,1,2,0,diazle01
Ezequiel Duran,TEX,58,208,25,49,10,1,5,25,4,1,12,54,0,0,0,duranez01
Jarren Duran,BOS,58,204,23,45,14,3,3,17,7,1,14,63,4,1,0,duranja01
Tyler Nevin,BAL,58,157,17,31,4,0,2,16,0,0,20,46,4,3,0,nevinty01
Dominic Smith,NYM,58,134,11,26,10,1,0,17,0,0,12,37,4,2,0,smithdo02
Curt Casali,TOT,57,148,20,30,4,0,5,17,0,0,24,50,2,2,0,casalcu01
Jason Delay,PIT,57,155,17,33,6,0,1,11,0,2,9,50,2,0,0,delayja01
Mitch Haniger,SEA,57,224,31,55,8,0,11,34,0,0,20,65,1,2,1,hanigmi01
Zach McKinstry,TOT,57,166,21,33,6,3,5,14,7,0,16,52,1,0,0,mckinza01
Rob Refsnyder,BOS,57,153,25,47,11,0,6,21,1,1,15,46,6,3,0,refsnro01
Kody Clemens,DET,56,117,13,17,4,0,5,17,1,0,8,33,0,2,0,clemeko01
Joey Meneses,WSN,56,222,33,72,14,0,13,34,1,0,15,52,1,2,2,menesjo01
Nomar Mazara,SDP,55,159,16,42,8,0,2,18,0,0,10,40,2,0,0,mazarno01
Oscar Mercado,TOT,55,121,17,25,6,1,4,16,2,2,5,29,1,1,0,mercaos01
Bubba Thompson,TEX,55,170,18,45,5,0,1,9,18,3,7,56,2,0,0,thompbu01
Luis Torrens,SEA,55,151,13,34,2,0,3,15,0,0,12,50,1,2,0,torrelu01
Jake Cave,MIN,54,164,17,35,7,3,5,20,2,0,11,49,0,2,0,caveja01
Mitch Garver,TEX,54,188,23,39,7,0,10,24,1,1,23,53,2,2,0,garvemi01
Jarred Kelenic,SEA,54,163,20,23,5,1,7,17,5,2,16,61,1,1,0,kelenja01
Richie Palacios,CLE,54,112,7,26,6,0,0,10,2,0,9,20,1,1,1,palacri01
Elehuris Montero,COL,53,176,21,41,15,1,6,20,0,0,8,60,1,0,0,monteel01
Edward Olivares,KCR,53,161,24,46,8,0,4,15,2,3,10,36,2,1,0,olivaed02
Vidal Brujan,TBR,52,147,13,24,5,0,3,16,5,5,12,37,1,2,0,brujavi01
Johan Camargo,PHI,52,152,8,36,3,0,3,15,0,0,13,37,0,0,0,camarjo01
Josh Lowe,TBR,52,181,24,40,12,2,2,13,3,0,15,66,1,0,1,lowejo01
Michael Massey,KCR,52,173,16,42,9,1,4,17,3,0,9,46,8,2,0,massemi02
Jake Meyers,HOU,52,150,13,34,6,2,1,15,2,1,7,54,2,1,0,meyerja02
David Villar,SFG,52,156,21,36,6,1,9,24,0,1,18,58,6,1,0,villada01
Jake Burger,CHW,51,168,20,42,9,1,8,26,0,0,10,56,3,1,1,burgeja01
Trevor Larnach,MIN,51,160,22,37,13,0,5,18,0,0,18,57,0,2,1,larnatr01
Austin Romine,TOT,51,129,10,20,3,0,3,9,0,0,4,46,1,0,0,rominau01
Kurt Suzuki,LAA,51,139,10,25,4,0,4,15,0,0,15,29,2,2,0,suzukku01
Mike Ford,TOT,50,131,9,27,5,0,3,10,0,0,17,40,1,0,0,fordmi01
Jed Lowrie,OAK,50,167,14,30,5,0,3,16,1,0,15,39,0,2,0,lowrije01
Tyler Stephenson,CIN,50,166,24,53,9,0,6,35,1,0,12,47,3,2,0,stephty01
Yoshi Tsutsugo,PIT,50,170,11,29,4,0,2,19,0,0,19,50,0,4,0,tsutsyo01
Tucupita Marcano,PIT,49,160,18,33,6,2,2,13,2,1,10,44,1,1,0,marcatu01
Nick Pratto,KCR,49,158,18,29,9,1,7,20,0,0,19,66,1,3,0,prattni01
Riley Adams,WSN,48,142,14,25,4,0,5,10,0,1,12,46,1,0,0,adamsri03
Jose Barrero,CIN,48,165,13,25,3,0,2,10,4,1,9,76,0,0,0,garcijo02
Jason Heyward,CHC,48,137,15,28,5,1,1,10,1,0,11,32,3,0,0,heywaja01
Charles Leblanc,MIA,48,156,18,41,10,0,4,11,4,2,12,53,1,0,0,leblach01
Alex Call,TOT,47,114,18,27,3,1,5,13,3,3,15,30,2,0,0,callal02
Matt Carpenter,NYY,47,128,28,39,9,0,15,37,0,0,19,35,5,1,1,carpema01
Aramis Garcia,CIN,47,108,6,23,2,0,1,4,0,1,3,34,2,0,0,garciar01
Jose Herrera,ARI,47,111,9,21,2,0,0,5,0,0,9,34,0,0,0,herrejo04
Anthony Rendon,LAA,47,166,15,38,10,0,5,24,2,0,23,35,2,2,0,rendoan01
Kevin Smith,OAK,47,139,9,25,9,1,2,13,4,0,7,42,0,2,0,smithke05
Eli White,TEX,47,105,16,21,2,0,3,10,12,1,11,41,0,1,0,whiteel04
Greg Allen,PIT,46,118,17,22,4,0,2,8,8,2,10,42,2,1,0,allengr01
Stuart Fairchild,TOT,46,97,14,24,4,1,5,6,0,2,8,34,5,0,0,faircst01
Garrett Stubbs,PHI,46,106,19,28,4,1,5,16,2,0,14,30,0,0,0,stubbga01
Alex Kirilloff,MIN,45,144,14,36,7,0,3,21,0,0,5,36,4,2,0,kirilal01
Michael Perez,TOT,45,121,10,18,0,0,6,14,1,0,10,32,0,0,0,perezmi03
Magneuris Sierra,LAA,45,91,7,15,1,3,0,5,6,1,4,25,0,0,0,sierrma01
Oswaldo Cabrera,NYY,44,154,21,38,8,1,6,19,3,2,15,44,0,1,0,cabreos01
Nate Eaton,KCR,44,106,16,28,4,3,1,12,11,1,10,30,2,3,0,eatonna01
Sam Huff,TEX,44,121,9,29,4,0,4,10,1,0,11,42,0,0,1,huffsa01
Travis Jankowski,TOT,44,55,11,9,0,0,0,2,3,0,8,10,1,0,0,jankotr01
Roman Quinn,TOT,44,79,15,17,3,2,0,7,4,3,7,36,1,0,0,quinnro01
Lorenzo Cain,MIL,43,145,17,26,5,0,1,9,2,2,8,36,2,1,0,cainlo01
Taylor Trammell,SEA,43,102,15,20,9,0,4,10,2,1,13,33,0,1,0,trammta01
Skye Bolt,OAK,42,106,10,21,2,0,4,13,5,0,7,30,2,1,0,boltsk01
Kris Bryant,COL,42,160,28,49,12,0,5,14,0,0,17,27,2,2,0,bryankr01
Colin Moran,CIN,42,109,11,23,3,0,5,23,0,0,16,30,0,3,0,moranco01
Stephen Piscotty,OAK,42,126,12,24,4,0,5,14,2,0,9,48,2,2,1,piscost01
David Bote,CHC,41,116,15,30,8,0,4,12,1,0,6,45,4,1,0,boteda01
Vaughn Grissom,ATL,41,141,24,41,6,0,5,18,5,2,11,34,3,1,1,grissva01
Darick Hall,PHI,41,136,19,34,8,1,9,16,0,0,5,44,1,0,0,hallda02
Jake Lamb,TOT,41,97,13,21,6,1,3,6,0,1,11,38,3,0,0,lambja01
Alcides Escobar,WSN,40,124,12,27,4,2,0,8,1,1,5,32,2,0,0,escobal02
Andy Ibáñez,TEX,40,119,13,26,4,0,1,9,3,0,9,21,0,0,0,ibanean01
Shea Langeliers,OAK,40,142,14,31,10,1,6,22,0,0,9,53,0,2,0,langesh01
Terrin Vavra,BAL,40,89,14,23,2,1,1,12,0,1,12,19,0,2,0,vavrate01
Dermis Garcia,OAK,39,116,13,24,6,0,5,20,0,0,8,55,1,0,0,garcide02
Bligh Madris,PIT,39,113,10,20,7,0,1,7,2,1,10,31,0,0,0,madribl01
Michael Papierski,TOT,39,91,7,13,1,0,1,4,0,0,10,26,0,0,0,papiemi01
Seth Beer,ARI,38,111,4,21,3,0,1,9,0,0,11,31,3,1,1,beerse01
Tim Locastro,NYY,38,43,13,8,1,0,2,4,8,2,2,7,1,0,0,locasti01
Ehire Adrianza,TOT,37,97,8,17,3,0,0,7,1,0,11,25,1,1,0,adriaeh01
Jonathan Davis,MIL,37,76,9,17,1,0,0,4,7,1,14,26,0,0,0,davisjo05
Billy Hamilton,TOT,37,20,13,1,0,0,0,0,10,1,2,12,0,0,0,hamilbi02
Mickey Moniak,TOT,37,106,13,18,3,1,3,8,1,0,4,44,1,0,0,moniami01
Miguel Andujar,TOT,36,132,13,31,5,1,1,17,4,1,5,27,0,3,0,andujmi01
Zack Collins,TOT,36,97,9,15,4,0,4,11,0,0,9,41,1,1,0,colliza01
Austin Meadows,DET,36,128,9,32,6,2,0,11,0,1,16,17,3,0,0,meadoau01
Jason Vosler,SFG,36,98,14,26,6,1,4,12,1,1,10,29,2,1,1,vosleja01
Mike Zunino,TBR,36,115,7,17,3,0,5,16,0,0,6,46,1,1,0,zuninmi01
Nick Solak,TEX,35,82,14,17,1,0,3,4,3,2,7,19,5,0,0,solakni01
Alan Trejo,COL,35,118,15,32,6,0,4,17,1,2,5,31,2,0,0,trejoal01
Jason Castro,HOU,34,78,6,9,2,0,1,3,1,0,8,40,1,1,0,castrja01
Phil Gosselin,TOT,34,74,6,11,0,1,0,2,0,0,2,24,1,0,0,gosseph01
Gunnar Henderson,BAL,34,116,12,30,7,1,4,18,1,1,16,34,0,0,1,hendegu01
Nick Maton,PHI,34,72,13,18,2,1,5,17,0,0,10,29,1,2,0,matonni01
Andrelton Simmons,CHC,34,75,8,13,1,0,0,7,4,0,7,13,0,0,0,simmoan01
Kyle Stowers,BAL,34,91,11,23,4,1,3,11,0,0,5,29,2,0,0,stoweky01
Robinson Canó,TOT,33,100,5,15,1,0,1,4,0,0,4,25,0,0,0,canoro01
Sandy Leon,TOT,33,71,6,12,3,0,0,4,0,0,13,27,0,0,0,leonsa01
Jonathan Aranda,TBR,32,78,10,15,4,0,2,6,0,0,8,23,1,0,1,arandjo01
Luis Barrera,OAK,32,77,3,18,5,0,1,7,3,0,6,17,1,1,0,barrelu01
Peyton Burdick,MIA,32,92,8,19,4,0,4,11,1,0,8,35,2,0,0,burdipe01
Corbin Carroll,ARI,32,104,13,27,9,2,4,14,2,1,8,31,3,0,0,carroco02
Romy Gonzalez,CHW,32,105,15,25,4,1,2,11,0,1,2,39,1,1,0,gonzaro01
J.J. Matijevic,HOU,32,67,7,14,2,0,2,5,1,0,2,25,2,0,0,matijjj01
Drew Waters,KCR,32,96,14,23,6,1,5,18,0,0,12,40,0,0,0,waterdr01
Kerry Carpenter,DET,31,103,16,26,4,1,6,10,0,0,6,32,3,1,0,carpeke01
Michael Hermosillo,CHC,31,61,7,7,2,0,0,4,1,0,7,27,4,0,0,hermomi01
Derek Hill,DET,31,83,8,19,2,0,1,3,3,0,5,28,0,1,0,hillde01
Jake Marisnick,PIT,31,77,9,18,6,0,2,6,2,1,4,24,0,0,1,marisja01
Danny Mendick,CHW,31,97,22,28,4,1,3,15,1,0,7,23,1,0,0,mendida01
Yermin Mercedes,SFG,31,73,9,17,5,0,1,8,0,0,9,17,1,0,0,merceye01
Michael Toglia,COL,31,111,10,24,8,2,2,12,1,1,9,44,0,0,0,toglimi01
Buddy Kennedy,ARI,30,83,10,18,2,2,1,12,0,0,8,23,1,2,0,kennebu01
Mark Mathias,TOT,30,81,13,20,3,0,6,20,3,0,9,30,0,1,0,mathima01
Jermaine Palacios,MIN,30,70,8,10,0,0,2,6,0,0,4,27,0,2,0,palacje01
Steven Duggar,TOT,29,72,7,11,3,1,0,4,5,1,7,41,0,1,0,duggast01
Yairo Munoz,PHI,29,57,7,12,2,0,3,7,1,0,3,10,0,0,0,munozya01
Josh Palacios,WSN,29,47,8,10,2,0,0,2,1,0,1,15,1,0,0,palacjo01
Matt Thaiss,LAA,29,69,9,15,1,0,2,8,1,0,11,24,0,1,1,thaisma01
Will Benson,CLE,28,55,8,10,1,0,0,3,0,0,3,19,2,0,0,bensowi01
Mark Contreras,MIN,28,58,9,7,1,0,3,6,1,0,1,21,1,1,0,contrma01
Jake Hager,ARI,28,50,4,12,2,0,0,3,0,0,8,17,0,0,0,hagerja01
Nolan Jones,CLE,28,86,10,21,5,0,2,13,0,0,8,31,0,0,1,jonesno01
Garrett Mitchell,MIL,28,61,9,19,3,0,2,9,8,0,6,28,0,0,0,mitchga01
Spencer Steer,CIN,28,95,12,20,5,0,2,8,0,1,11,26,2,0,0,steersp01
Sean Bouchard,COL,27,74,9,22,6,0,3,11,0,0,21,25,1,1,0,bouchse01
Triston Casas,BOS,27,76,11,15,1,0,5,12,1,0,19,23,0,0,0,casastr01
Stone Garrett,ARI,27,76,13,21,8,0,4,10,3,1,3,27,1,1,0,garrest01
Edwin Rios,LAD,27,86,12,21,1,0,7,17,0,1,5,36,1,0,1,riosed01
Connor Wong,BOS,27,48,8,9,3,0,1,7,0,0,5,16,1,1,0,wongco01
Travis Demeritte,ATL,26,89,9,19,2,0,3,6,0,0,6,32,0,1,0,demertr01
Josh Jung,TEX,26,98,9,20,4,1,5,14,2,0,4,39,0,0,0,jungjo01
Ryan Kreidler,DET,26,73,8,13,1,0,1,6,0,1,6,22,1,2,0,kreidry01
Chris Owings,BAL,26,56,6,6,2,0,0,0,1,0,10,24,1,0,0,owingch01
Meibrys Viloria,TEX,26,63,10,10,1,0,2,5,0,0,11,29,0,1,0,vilorme01
Gabriel Moreno,TOR,25,69,10,22,1,0,1,7,0,0,4,8,0,0,0,morenga01
Rene Pinto,TBR,25,80,5,17,3,0,2,10,0,0,2,35,1,0,0,pintore02
Chuckie Robinson,CIN,25,59,3,8,2,0,2,5,0,0,0,17,0,0,0,robinch04
Michael Stefanic,LAA,25,61,5,12,2,0,0,0,0,0,5,12,2,0,0,stefami01
Donovan Walton,TOT,25,76,9,12,8,0,1,8,0,0,1,16,1,0,0,waltodo01
Tyler Freeman,CLE,24,77,9,19,3,0,0,3,1,0,4,11,4,1,0,freemty01
Patrick Mazeika,NYM,24,68,4,13,4,0,1,6,0,0,2,9,0,0,0,mazeipa01
Jerar Encarnacion,MIA,23,77,7,14,3,0,3,14,2,0,3,32,0,1,0,encarje01
Jack Mayfield,LAA,23,70,8,13,1,1,1,6,1,0,3,17,1,0,0,mayfija01
Billy McKinney,OAK,23,52,3,5,1,0,1,4,0,0,4,16,0,1,1,mckinbi01
Hoy Park,PIT,23,51,7,11,2,0,2,6,1,0,4,15,1,2,0,parkho01
Cal Stevenson,OAK,23,60,5,10,3,0,0,1,1,1,8,23,0,1,0,steveca01
Anthony Bemboom,BAL,22,52,4,6,2,0,1,1,0,0,6,17,0,0,0,bemboan01
Willie Calhoun,TOT,22,52,7,7,3,0,1,3,0,0,9,8,1,0,0,calhowi01
Conner Capel,TOT,22,52,7,16,0,1,3,11,1,1,5,10,0,2,0,capelco01
Ben DeLuzio,STL,22,20,3,3,1,0,0,0,0,1,3,5,1,0,0,deluzbe01
Caleb Hamilton,MIN,22,18,5,1,0,0,1,1,0,0,4,14,0,0,0,hamilca01
David MacKinnon,TOT,22,50,2,7,0,0,0,6,0,0,6,17,0,1,0,mackida01
Luke Raley,TBR,22,61,7,12,2,0,1,4,0,0,7,24,3,1,0,raleylu01
Jose Rojas,LAA,22,56,1,7,2,0,0,1,0,0,0,19,1,0,0,rojasjo02
Dee Strange-Gordon,WSN,22,59,6,18,1,1,0,2,3,2,0,8,0,0,0,gordode01
Willians Astudillo,MIA,21,54,5,13,0,0,1,4,1,0,1,3,0,0,0,astudwi01
Daz Cameron,DET,21,64,6,14,3,1,1,8,2,0,5,20,1,0,0,camerda01
Roberto Perez,PIT,21,60,8,14,2,0,2,8,0,0,9,25,0,0,0,perezro02
Matt Beaty,SDP,20,43,6,4,1,1,0,1,0,0,2,8,2,0,0,beatyma01
Juan Lagares,LAA,20,60,4,11,2,1,0,0,0,0,2,15,0,0,0,lagarju01
Miguel Sano,MIN,20,60,1,5,0,0,1,3,1,0,9,25,1,1,0,sanomi01
Tres Barrera,WSN,19,50,2,9,1,0,0,4,0,0,2,16,0,0,0,barretr01
Jackson Frazier,CHC,19,37,4,8,3,0,0,1,1,0,7,11,1,0,0,frazicl01
Cam Gallagher,KCR,18,42,1,9,5,0,0,5,0,0,3,13,0,0,0,gallaca01
Kyle Lewis,SEA,18,56,6,8,0,0,3,5,0,0,5,19,1,0,0,lewisky01
Oswald Peraza,NYY,18,49,8,15,3,0,1,2,2,0,6,9,2,0,0,perazos02
Livan Soto,LAA,18,55,9,22,5,1,1,9,1,1,2,13,0,1,0,sotoli01
Cole Tucker,PIT,18,63,3,11,1,1,0,2,1,0,0,25,0,0,0,tuckeco01
Miguel Vargas,LAD,18,47,4,8,1,0,1,8,1,0,2,13,0,1,0,vargami01
Matt Wallner,MIN,18,57,4,13,3,0,2,10,1,0,6,25,2,0,1,wallnma01
Nick Ahmed,ARI,17,52,7,12,2,0,3,7,0,1,2,15,0,0,0,ahmedni01
Estevan Florial,NYY,17,31,4,3,0,0,0,1,2,0,3,13,1,0,0,flories01
Jordan Groshans,MIA,17,61,9,16,0,0,1,2,0,0,4,13,0,0,0,groshjo01
Sebastian Rivero,KCR,17,26,2,4,0,0,0,1,0,0,2,10,0,0,0,riverse01
Esteury Ruiz,TOT,17,35,3,6,1,1,0,2,1,2,1,7,0,0,0,ruizes01
Yolmer Sanchez,TOT,17,37,1,4,0,0,0,2,0,2,5,13,0,0,0,sanchca01
Justin Upton,SEA,17,48,2,6,1,0,1,3,0,0,6,23,3,0,0,uptonju01
Gabriel Arias,CLE,16,47,9,9,1,1,1,5,1,0,8,16,1,0,0,ariasga01
Lewis Brinson,SFG,16,36,5,6,2,0,3,4,1,0,2,14,0,0,0,brinsle01
Alec Burleson,STL,16,48,4,9,1,0,1,3,1,0,5,9,0,0,0,burleal01
Luis Campusano,SDP,16,48,4,12,1,0,1,5,0,0,1,11,0,1,0,campulu01
Erik Gonzalez,MIA,16,37,4,7,1,0,0,3,1,0,4,12,0,0,0,gonzaer01
David Hensley,HOU,16,29,7,10,2,1,1,5,0,0,5,6,0,0,0,henslda01
Andrew Knapp,TOT,16,39,4,5,1,0,0,4,0,0,5,12,1,1,0,knappan01
Zach Reks,TEX,16,34,3,9,1,0,0,3,0,1,0,10,0,0,0,reksza01
Brent Rooker,TOT,16,32,1,4,1,0,0,2,0,0,3,11,1,0,0,rookebr01
Mark Vientos,NYM,16,36,3,6,1,0,1,3,0,0,5,12,0,0,0,vientma01
Abraham Almonte,BOS,15,35,7,9,2,0,1,2,1,0,1,12,1,0,0,almonab01
Jonathan Arauz,TOT,15,38,3,5,0,0,1,5,0,0,1,12,0,1,0,arauzjo01
Matthew Batten,SDP,15,19,0,2,1,0,0,1,0,0,2,6,1,0,0,battema01
Jordan Diaz,OAK,15,49,3,13,3,0,0,1,0,0,2,7,0,0,0,diazjo03
Niko Goodrum,HOU,15,43,2,5,2,0,0,1,1,0,2,23,0,0,0,goodrni01
Payton Henry,MIA,15,28,2,4,0,0,0,4,0,0,5,8,2,0,0,henrypa01
Adalberto Mondesí,KCR,15,50,3,7,0,0,0,3,5,0,4,20,0,0,0,mondera02
Eddy Alvarez,LAD,14,25,1,4,0,0,0,3,1,0,0,9,0,1,0,alvared01
